France, Total Population, Death rates (period 5x1)     Last modified: 02-May-2016, MPv5 (May07)

   Year      Age       Female       Male         Total
   2014     45-49    0.001595     0.003033     0.002306 
   2014     50-54    0.002467     0.004863     0.003641 
   2014     55-59    0.003576     0.007800     0.005623 
   2014     60-64    0.004962     0.011370     0.008035 
   2014     65-69    0.006802     0.015146     0.010767 
   2014     70-74    0.010519     0.021726     0.015690 
   2014     75-79    0.018301     0.034275     0.025189 
   2014     80-84    0.036320     0.061319     0.046068 
   2014     85-89    0.075503     0.112915     0.088093 
   2014     90-94    0.148649     0.195500     0.161524 
   2014     95-99    0.246580     0.299254     0.257017 
   2014    100-104   0.390184     0.452762     0.398536 
   2014    105-109   0.484268     0.591328     0.493612 
   2014    110+      0.760358     1.908497     0.784510 
