Sweden, Death rates (period 5x1)     Last modified: 02-Sep-2015, MPv5 (May07)

   Year      Age       Female       Male         Total
   2014     50-54    0.002033     0.002889     0.002467 
   2014     55-59    0.003274     0.004750     0.004016 
   2014     60-64    0.005292     0.008110     0.006697 
   2014     65-69    0.008835     0.013295     0.011042 
   2014     70-74    0.014018     0.021240     0.017547 
   2014     75-79    0.024480     0.038002     0.030732 
   2014     80-84    0.048546     0.070766     0.057896 
   2014     85-89    0.096346     0.131702     0.109395 
   2014     90-94    0.184245     0.229587     0.198214 
   2014     95-99    0.308742     0.365488     0.322125 
   2014    100-104   0.487330     0.617978     0.508726 
   2014    105-109   0.563248     0.285987     0.528093 
   2014    110+      0.101584     0.000000     0.076512 
